card_id,name,owned_multiverseid,created,modified,color,cmc,mana_cost,types,reserved,multiverse_id,printings
153,Devil's Play,247419,2017-09-04 18:37:32.006363,,R,1,{X}{R},Sorcery,f,,"[{""rarity"":""R"",""set"":""C19"",""multiverseid"":""470684""},{""rarity"":""R"",""set"":""DDK"",""multiverseid"":""368518""},{""rarity"":""R"",""set"":""ISD"",""multiverseid"":""247419""}]"
410,Sword of Fire and Ice,370471,2017-09-04 18:41:02.024062,,"",3,{3},Artifact,f,,"[{""rarity"":""R"",""set"":""DST"",""multiverseid"":46429},{""rarity"":""M"",""set"":""MMA"",""multiverseid"":370471},{""rarity"":""M"",""set"":""MPS"",""multiverseid"":420616}]"
433,Brushland,4177,2017-09-04 18:42:39.685861,,"",0,,Land,f,,"[{""rarity"":""R"",""set"":""10E"",""multiverseid"":129496},{""rarity"":""R"",""set"":""5ED"",""multiverseid"":4177},{""rarity"":""R"",""set"":""6ED"",""multiverseid"":14731},{""rarity"":""R"",""set"":""7ED"",""multiverseid"":11191},{""rarity"":""R"",""set"":""9ED"",""multiverseid"":84600},{""rarity"":""R"",""set"":""ICE"",""multiverseid"":2751}]"
810,Dragonlord Dromoka,394547,2017-09-17 22:04:30.621482,,GW,6,{4}{G}{W},Creature,f,,"[{""rarity"":""M"",""set"":""DTK"",""multiverseid"":394547}]"
893,Scute Mob,180455,2017-09-17 22:20:40.60386,,G,1,{G},Creature,f,180455,"[{""rarity"":""R"",""set"":""C18"",""multiverseid"":451116},{""rarity"":""R"",""set"":""DDP"",""multiverseid"":401664},{""rarity"":""R"",""set"":""E01"",""multiverseid"":430612},{""rarity"":""R"",""set"":""MM2"",""multiverseid"":397751},{""rarity"":""R"",""set"":""ZEN"",""multiverseid"":180455}]"
918,Legion's Landing,435173,2018-01-05 02:52:42.985862,,W,1,{W},Enchantment,f,435173,"[{""rarity"":""R"",""set"":""XLN"",""multiverseid"":435173}]"
1086,Nullpriest of Oblivion,,2020-11-15 13:45:37.22925,,B,2,{1}{B},Creature,f,,"[{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""491755""},{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""495627""}]"
1094,Shatterskull Smashing,,2020-11-15 13:45:38.486515,,C,2,,Land,f,,"[{""rarity"":""M"",""set"":""ZNR"",""multiverseid"":""491802""},{""rarity"":""M"",""set"":""ZNR"",""multiverseid"":""491802""}]"
1080,Emeria's Call,,2020-11-15 13:45:36.307257,,C,7,,Land,f,,"[{""rarity"":""M"",""set"":""ZNR"",""multiverseid"":""491633""},{""rarity"":""M"",""set"":""ZNR"",""multiverseid"":""491633""}]"
1105,"Valki, God of Lies",,2021-05-26 00:07:26.656077,,B,2,{1}{B},Creature,f,,"[{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""503724""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""503725""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507136""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507137""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507656""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507657""}]"
652,Sin Collector,368968,2017-09-17 21:51:31.623196,,WB,3,{1}{W}{B},Creature,f,,"[{""rarity"":""U"",""set"":""DGM"",""multiverseid"":""368968""},{""rarity"":""U"",""set"":""GK2"",""multiverseid"":""460471""},{""rarity"":""U"",""set"":""MM3"",""multiverseid"":""426008""}]"
981,Ramunap Excavator,430818,2019-01-19 16:37:53.797459,,G,3,{2}{G},Creature,f,,"[{""rarity"":""R"",""set"":""HOU"",""multiverseid"":430818},{""rarity"":""R"",""set"":""PHOU""},{""rarity"":""R"",""set"":""PHOU""},{""rarity"":""R"",""set"":""PRM""}]"
1246,"Lonis, Cryptozoologist",522280,2021-10-25 02:17:52.154585,,UG,2,{G}{U},Creature,f,,"[{""rarity"":""R"",""set"":""MH2"",""multiverseid"":""522280""},{""rarity"":""R"",""set"":""MH2"",""multiverseid"":""526738""}]"
1095,Turntimber Symbiosis,,2020-11-15 13:45:38.632741,,C,7,,Land,f,,"[{""rarity"":""M"",""set"":""ZNR"",""multiverseid"":""491864""},{""rarity"":""M"",""set"":""ZNR"",""multiverseid"":""491864""}]"
1081,Thieving Skydiver,,2020-11-15 13:45:36.453752,,U,2,{1}{U},Creature,f,,"[{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""491717""},{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""495618""}]"
1074,Seasoned Hallowblade,,2020-11-15 13:45:35.324002,,W,2,{1}{W},Creature,f,,"[{""rarity"":""U"",""set"":""M21"",""multiverseid"":""485357""}]"
1047,"Teferi, Time Raveler",461148,2020-01-13 15:38:16.0418,,UW,3,{1}{W}{U},Planeswalker,f,,"[{""rarity"":""R"",""set"":""PSLD""},{""rarity"":""R"",""set"":""PWAR""},{""rarity"":""R"",""set"":""PWAR""},{""rarity"":""R"",""set"":""PWAR""},{""rarity"":""R"",""set"":""WAR"",""multiverseid"":461148},{""rarity"":""R"",""set"":""WAR""}]"
334,Thelonite Hermit,126275,2017-09-04 18:39:40.696933,,G,4,{3}{G},Creature,f,126275,"[{""rarity"":""R"",""set"":""ARC"",""multiverseid"":220558},{""rarity"":""R"",""set"":""C15"",""multiverseid"":405418},{""rarity"":""R"",""set"":""C16"",""multiverseid"":420788},{""rarity"":""R"",""set"":""C19"",""multiverseid"":470730},{""rarity"":""R"",""set"":""TSP"",""multiverseid"":126275}]"
1046,Stonecoil Serpent,473197,2020-01-13 15:38:15.887479,,"",0,{X},"Artifact,Creature",f,,"[{""rarity"":""R"",""set"":""ELD"",""multiverseid"":473197},{""rarity"":""R"",""set"":""ELD""},{""rarity"":""R"",""set"":""PELD""},{""rarity"":""R"",""set"":""PELD""}]"
1217,Memory Deluge,,2021-10-25 02:17:47.024764,,U,4,{2}{U}{U},Instant,f,,"[{""rarity"":""R"",""set"":""MID"",""multiverseid"":""534825""},{""rarity"":""R"",""set"":""MID"",""multiverseid"":""538691""}]"
1049,"Urza, Lord High Artificer",,2020-01-13 15:38:16.365286,,U,4,{2}{U}{U},Creature,f,464024,"[{""rarity"":""M"",""set"":""MH1"",""multiverseid"":464024}]"
992,Ashen Rider,373689,2019-05-30 12:56:50.25136,,BW,8,{4}{W}{W}{B}{B},Creature,f,373689,"[{""rarity"":""M"",""set"":""THS"",""multiverseid"":373689}]"
1048,Thraben Inspector,409784,2020-01-13 15:38:16.217509,,W,1,{W},Creature,f,409784,"[{""rarity"":""C"",""set"":""MB1""},{""rarity"":""C"",""set"":""SOI"",""multiverseid"":409784}]"
1241,Storm the Festival,,2021-10-25 02:17:51.269221,,G,6,{3}{G}{G}{G},Sorcery,f,,"[{""rarity"":""R"",""set"":""MID"",""multiverseid"":""534989""},{""rarity"":""R"",""set"":""MID"",""multiverseid"":""538721""}]"
185,Molten Rain,46000,2017-09-04 18:37:37.590715,,R,3,{1}{R}{R},Sorcery,f,46000,"[{""rarity"":""U"",""set"":""MM3"",""multiverseid"":""425928""},{""rarity"":""C"",""set"":""MRD"",""multiverseid"":""46000""},{""rarity"":""S"",""set"":""TSR"",""multiverseid"":""512314""}]"
395,Pristine Talisman,233074,2017-09-04 18:40:59.412763,,"",3,{3},Artifact,f,,"[{""rarity"":""C"",""set"":""C13"",""multiverseid"":376458},{""rarity"":""C"",""set"":""C14"",""multiverseid"":389644},{""rarity"":""C"",""set"":""CM2"",""multiverseid"":446947},{""rarity"":""U"",""set"":""IMA"",""multiverseid"":438791},{""rarity"":""C"",""set"":""NPH"",""multiverseid"":233074}]"
212,Archangel of Thune,370627,2017-09-04 18:38:17.340723,,W,5,{3}{W}{W},Creature,f,370627,"[{""rarity"":""M"",""set"":""IMA"",""multiverseid"":438574},{""rarity"":""M"",""set"":""M14"",""multiverseid"":370627}]"
223,Elspeth Tirel,212241,2017-09-04 18:38:19.279695,,W,5,{3}{W}{W},Planeswalker,f,212241,"[{""rarity"":""M"",""set"":""SOM"",""multiverseid"":212241}]"
260,Silverblade Paladin,240155,2017-09-04 18:38:25.709582,,W,3,{1}{W}{W},Creature,f,,"[{""rarity"":""R"",""set"":""AVR"",""multiverseid"":240155},{""rarity"":""R"",""set"":""C14"",""multiverseid"":389673}]"
321,Primeval Titan,205027,2017-09-04 18:39:38.419666,,G,6,{4}{G}{G},Creature,f,,"[{""rarity"":""M"",""set"":""IMA"",""multiverseid"":438749},{""rarity"":""M"",""set"":""M11"",""multiverseid"":205027},{""rarity"":""M"",""set"":""M12"",""multiverseid"":241832},{""rarity"":""M"",""set"":""MM2"",""multiverseid"":397688}]"
417,Vedalken Shackles,50120,2017-09-04 18:41:03.266339,,"",3,{3},Artifact,f,425824,"[{""rarity"":""R"",""set"":""5DN"",""multiverseid"":50120},{""rarity"":""M"",""set"":""MMA"",""multiverseid"":370366},{""rarity"":""M"",""set"":""MPS"",""multiverseid"":425824}]"
445,Karakas,1701,2017-09-04 18:42:41.773405,,"",0,,Land,f,456840,"[{""rarity"":""M"",""set"":""EMA"",""multiverseid"":413782},{""rarity"":""U"",""set"":""LEG"",""multiverseid"":1701},{""rarity"":""M"",""set"":""PUMA"",""multiverseid"":457140},{""rarity"":""M"",""set"":""UMA"",""multiverseid"":456840}]"
446,Karplusan Forest,129614,2017-09-04 18:42:41.948895,,"",0,,Land,f,,"[{""rarity"":""R"",""set"":""10E"",""multiverseid"":129614},{""rarity"":""R"",""set"":""5ED"",""multiverseid"":4186},{""rarity"":""R"",""set"":""6ED"",""multiverseid"":14730},{""rarity"":""R"",""set"":""7ED"",""multiverseid"":11366},{""rarity"":""R"",""set"":""9ED"",""multiverseid"":84559},{""rarity"":""R"",""set"":""C16"",""multiverseid"":420922},{""rarity"":""R"",""set"":""ICE"",""multiverseid"":2755}]"
535,"Venser, the Sojourner",212240,2017-09-04 18:43:30.734755,,UW,5,{3}{W}{U},Planeswalker,f,212240,"[{""rarity"":""M"",""set"":""DDI"",""multiverseid"":266078},{""rarity"":""M"",""set"":""SOM"",""multiverseid"":212240}]"
1257,Overgrown Farmland,,2021-10-25 02:17:54.133488,,C,0,,Land,f,,"[{""rarity"":""R"",""set"":""MID"",""multiverseid"":""535064""},{""rarity"":""R"",""set"":""MID"",""multiverseid"":""538438""}]"
1113,Showdown of the Skalds,,2021-05-26 00:07:27.96447,,WR,4,{2}{R}{W},Enchantment,f,,"[{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""503845""}]"
67,"Venser, Shaper Savant",136209,2017-09-04 18:33:04.142665,,U,4,{2}{U}{U},Creature,f,373326,"[{""rarity"":""R"",""set"":""FUT"",""multiverseid"":""136209""},{""rarity"":""R"",""set"":""MM3"",""multiverseid"":""425880""},{""rarity"":""R"",""set"":""TSR"",""multiverseid"":""509461""},{""rarity"":""M"",""set"":""V13"",""multiverseid"":""373326""}]"
1110,"Birgi, God of Storytelling",,2021-05-26 00:07:27.472054,,R,3,{2}{R},Creature,f,,"[{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""503735""},{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""503734""},{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""507661""},{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""507660""}]"
1111,"Krark, the Thumbless",,2021-05-26 00:07:27.634794,,R,2,{1}{R},Creature,f,,"[{""rarity"":""R"",""set"":""CMR"",""multiverseid"":""497709""},{""rarity"":""R"",""set"":""CMR"",""multiverseid"":""502724""}]"
1115,"Sarulf, Realm Eater",,2021-05-26 00:07:28.292962,,BG,3,{1}{B}{G},Creature,f,,"[{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""503844""},{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""507684""}]"
1076,Fight as One,,2020-11-15 13:45:35.692509,,W,1,{W},Instant,f,,"[{""rarity"":""U"",""set"":""IKO"",""multiverseid"":""479532""}]"
1109,Goldspan Dragon,,2021-05-26 00:07:27.310471,,R,5,{3}{R}{R},Creature,f,,"[{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""503751""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507226""}]"
1108,"Magda, Brazen Outlaw",,2021-05-26 00:07:27.145485,,R,2,{1}{R},Creature,f,,"[{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""503754""},{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""507662""}]"
1112,"Vorinclex, Monstrous Raider",,2021-05-26 00:07:27.797536,,G,6,{4}{G}{G},Creature,f,,"[{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""503815""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507674""},{""rarity"":""M"",""set"":""KHM"",""multiverseid"":""507640""}]"
367,Izzet Signet,96867,2017-09-04 18:40:54.517755,,"",2,{2},Artifact,f,,"[{""rarity"":""C"",""set"":""C15"",""multiverseid"":405269},{""rarity"":""C"",""set"":""C18"",""multiverseid"":451162},{""rarity"":""C"",""set"":""CMD"",""multiverseid"":247281},{""rarity"":""C"",""set"":""DDJ"",""multiverseid"":292736},{""rarity"":""C"",""set"":""GK1"",""multiverseid"":456236},{""rarity"":""C"",""set"":""GPT"",""multiverseid"":96867},{""rarity"":""U"",""set"":""MM3"",""multiverseid"":426048}]"
272,Unexpectedly Absent,376563,2017-09-04 18:38:27.799048,,W,2,{X}{W}{W},Instant,f,413575,"[{""rarity"":""R"",""set"":""C13"",""multiverseid"":376563},{""rarity"":""R"",""set"":""CMA"",""multiverseid"":430246},{""rarity"":""R"",""set"":""EMA"",""multiverseid"":413575}]"
281,Awakening Zone,193507,2017-09-04 18:39:31.454776,,G,3,{2}{G},Enchantment,f,193507,"[{""rarity"":""R"",""set"":""CMD"",""multiverseid"":247393},{""rarity"":""R"",""set"":""PC2"",""multiverseid"":271156},{""rarity"":""R"",""set"":""PCA"",""multiverseid"":423481},{""rarity"":""R"",""set"":""ROE"",""multiverseid"":193507}]"
348,Basalt Monolith,1096,2017-09-04 18:40:51.093005,,"",3,{3},Artifact,f,,"[{""rarity"":""U"",""set"":""2ED"",""multiverseid"":599},{""rarity"":""U"",""set"":""3ED"",""multiverseid"":1096},{""rarity"":""U"",""set"":""C13"",""multiverseid"":376265},{""rarity"":""U"",""set"":""C15"",""multiverseid"":405139},{""rarity"":""U"",""set"":""CM2"",""multiverseid"":446909},{""rarity"":""U"",""set"":""CMA"",""multiverseid"":430429},{""rarity"":""U"",""set"":""LEA"",""multiverseid"":2},{""rarity"":""U"",""set"":""LEB"",""multiverseid"":297}]"
282,Beast Within,221533,2017-09-04 18:39:31.628419,,G,3,{2}{G},Instant,f,423482,"[{""rarity"":""U"",""set"":""BBD"",""multiverseid"":446158},{""rarity"":""U"",""set"":""C16"",""multiverseid"":420758},{""rarity"":""U"",""set"":""C19"",""multiverseid"":470703},{""rarity"":""U"",""set"":""CN2"",""multiverseid"":416931},{""rarity"":""U"",""set"":""DDL"",""multiverseid"":373352},{""rarity"":""U"",""set"":""NPH"",""multiverseid"":221533},{""rarity"":""U"",""set"":""PC2"",""multiverseid"":275255},{""rarity"":""U"",""set"":""PCA"",""multiverseid"":423482}]"
374,Mana Crypt,413767,2017-09-04 18:40:55.739202,,"",0,{0},Artifact,f,383005,"[{""rarity"":""M"",""set"":""EMA"",""multiverseid"":413767},{""rarity"":""M"",""set"":""MPS"",""multiverseid"":420603},{""rarity"":""R"",""set"":""PHPR"",""multiverseid"":97048}]"
408,Sword of Body and Mind,209280,2017-09-04 18:41:01.68504,,"",3,{3},Artifact,f,212640,"[{""rarity"":""M"",""set"":""MPS"",""multiverseid"":425821},{""rarity"":""M"",""set"":""SOM"",""multiverseid"":209280},{""rarity"":""M"",""set"":""V10"",""multiverseid"":212640}]"
1210,"Adeline, Resplendent Cathar",,2021-10-25 02:17:45.759598,,W,3,{1}{W}{W},Creature,f,,"[{""rarity"":""R"",""set"":""MID"",""multiverseid"":""534751""},{""rarity"":""R"",""set"":""MID"",""multiverseid"":""538491""}]"
891,Day's Undoing,398652,2017-09-17 22:20:05.915617,,U,3,{2}{U},Sorcery,f,398652,"[{""rarity"":""M"",""set"":""ORI"",""multiverseid"":398652}]"
416,Umezawa's Jitte,81979,2017-09-04 18:41:03.095,,"",2,{2},Artifact,f,416756,"[{""rarity"":""R"",""set"":""BOK"",""multiverseid"":81979},{""rarity"":""M"",""set"":""V16"",""multiverseid"":416756}]"
443,Hallowed Fountain,253684,2017-09-04 18:42:41.428005,,"",0,,Land,f,253684,"[{""rarity"":""R"",""set"":""DIS"",""multiverseid"":97071},{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405100},{""rarity"":""R"",""set"":""RNA"",""multiverseid"":457395},{""rarity"":""R"",""set"":""RTR"",""multiverseid"":253684}]"
365,Grim Monolith,12626,2017-09-04 18:40:54.17415,,"",2,{2},Artifact,t,,"[{""rarity"":""R"",""set"":""ULG"",""multiverseid"":12626}]"
271,"Thalia, Guardian of Thraben",270445,2017-09-04 18:38:27.629586,,W,2,{1}{W},Creature,f,,"[{""rarity"":""R"",""set"":""A25"",""multiverseid"":442025},{""rarity"":""R"",""set"":""DKA"",""multiverseid"":270445}]"
279,Avacyn's Pilgrim,243212,2017-09-04 18:39:31.114684,,G,1,{G},Creature,f,,"[{""rarity"":""C"",""set"":""ISD"",""multiverseid"":243212},{""rarity"":""C"",""set"":""MM3"",""multiverseid"":425944}]"
280,Avenger of Zendikar,376253,2017-09-04 18:39:31.284487,,G,7,{5}{G}{G},Creature,f,201570,"[{""rarity"":""M"",""set"":""C13"",""multiverseid"":376253},{""rarity"":""M"",""set"":""C18"",""multiverseid"":451084},{""rarity"":""M"",""set"":""DDP"",""multiverseid"":401643},{""rarity"":""M"",""set"":""WWK"",""multiverseid"":201570}]"
448,Library of Alexandria,,2017-09-04 18:42:42.299977,,"",0,,Land,t,382997,"[{""rarity"":""U"",""set"":""ARN"",""multiverseid"":990}]"
355,Coalition Relic,125878,2017-09-04 18:40:52.311166,,"",3,{3},Artifact,f,125878,"[{""rarity"":""R"",""set"":""A25"",""multiverseid"":442212},{""rarity"":""R"",""set"":""DDE"",""multiverseid"":209158},{""rarity"":""R"",""set"":""FUT"",""multiverseid"":125878}]"
357,Cursed Scroll,4601,2017-09-04 18:40:52.654326,,"",1,{1},Artifact,t,,"[{""rarity"":""R"",""set"":""TMP"",""multiverseid"":4601}]"
993,Banefire,,2019-05-30 12:56:50.396605,,R,1,{X}{R},Sorcery,f,,"[{""rarity"":""R"",""set"":""CON"",""multiverseid"":186613},{""rarity"":""R"",""set"":""DDN"",""multiverseid"":386304},{""rarity"":""R"",""set"":""DPA""},{""rarity"":""R"",""set"":""M19"",""multiverseid"":447266},{""rarity"":""R"",""set"":""MM2"",""multiverseid"":397676},{""rarity"":""R"",""set"":""PM19""},{""rarity"":""R"",""set"":""PS11""}]"
1050,Winds of Abandon,,2020-01-13 15:38:30.712459,,W,2,{1}{W},Sorcery,f,463986,"[{""rarity"":""R"",""set"":""MH1"",""multiverseid"":463986}]"
1052,Wrenn and Six,,2020-01-13 15:38:31.102174,,GR,2,{R}{G},Planeswalker,f,464166,"[{""rarity"":""M"",""set"":""MH1"",""multiverseid"":464166}]"
244,Mana Tithe,122324,2017-09-04 18:38:22.921425,,W,1,{W},Instant,f,,"[{""rarity"":""C"",""set"":""PLC"",""multiverseid"":122324}]"
1053,"Yawgmoth, Thran Physician",,2020-01-13 15:38:31.278214,,B,4,{2}{B}{B},Creature,f,464065,"[{""rarity"":""M"",""set"":""MH1"",""multiverseid"":464065}]"
1051,Wishclaw Talisman,473072,2020-01-13 15:38:30.937932,,B,2,{1}{B},Artifact,f,,"[{""rarity"":""R"",""set"":""ELD"",""multiverseid"":473072},{""rarity"":""R"",""set"":""ELD""},{""rarity"":""R"",""set"":""PELD""},{""rarity"":""R"",""set"":""PELD""}]"
273,Wall of Omens,193545,2017-09-04 18:38:27.972792,,W,2,{1}{W},Creature,f,193545,"[{""rarity"":""U"",""set"":""CMD"",""multiverseid"":247400},{""rarity"":""U"",""set"":""DDK"",""multiverseid"":368516},{""rarity"":""U"",""set"":""EMA"",""multiverseid"":413576},{""rarity"":""U"",""set"":""ROE"",""multiverseid"":193545}]"
270,Terminus,262703,2017-09-04 18:38:27.452337,,W,6,{4}{W}{W},Sorcery,f,386295,"[{""rarity"":""R"",""set"":""AVR"",""multiverseid"":262703},{""rarity"":""R"",""set"":""C18"",""multiverseid"":451032},{""rarity"":""R"",""set"":""MM3"",""multiverseid"":425851},{""rarity"":""M"",""set"":""V14"",""multiverseid"":386295}]"
1075,Lapse of Certainty,,2020-11-15 13:45:35.548513,,W,3,{2}{W},Instant,f,,"[{""rarity"":""C"",""set"":""CON"",""multiverseid"":""175026""}]"
1088,Nighthawk Scavenger,,2020-11-15 13:45:37.519789,,B,3,{1}{B}{B},Creature,f,,"[{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""491752""},{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""495626""}]"
1223,"Liliana, the Last Hope",,2021-10-25 02:17:48.084868,,B,3,{1}{B}{B},Planeswalker,f,,"[{""rarity"":""M"",""set"":""EMN"",""multiverseid"":""414388""}]"
1248,"Arlinn, the Pack's Hope",,2021-10-25 02:17:52.516706,,RG,4,,Planeswalker,f,,"[{""rarity"":""M"",""set"":""MID"",""multiverseid"":""535002""},{""rarity"":""M"",""set"":""MID"",""multiverseid"":""535003""},{""rarity"":""M"",""set"":""MID"",""multiverseid"":""538393""},{""rarity"":""M"",""set"":""MID"",""multiverseid"":""538394""}]"
997,Bomat Courier,,2019-05-30 12:56:50.967374,,"",1,{1},"Artifact,Creature",f,,"[{""rarity"":""R"",""set"":""KLD"",""multiverseid"":417772},{""rarity"":""R"",""set"":""PKLD""}]"
284,Birthing Pod,218006,2017-09-04 18:39:31.971856,,G,4,{3}{G/P},Artifact,f,218006,"[{""rarity"":""R"",""set"":""NPH"",""multiverseid"":218006}]"
473,Teetering Peaks,177549,2017-09-04 18:42:46.681768,,"",0,,Land,f,177549,"[{""rarity"":""C"",""set"":""PD2"",""multiverseid"":234715},{""rarity"":""C"",""set"":""ZEN"",""multiverseid"":177549}]"
1236,Wheel of Misfortune,,2021-10-25 02:17:50.388884,,R,3,{2}{R},Sorcery,f,,"[{""rarity"":""R"",""set"":""CMR"",""multiverseid"":""497731""},{""rarity"":""R"",""set"":""CMR"",""multiverseid"":""502345""}]"
1226,Archon of Cruelty,522151,2021-10-25 02:17:48.615637,,B,8,{6}{B}{B},Creature,f,,"[{""rarity"":""M"",""set"":""MH2"",""multiverseid"":""522151""},{""rarity"":""M"",""set"":""MH2"",""multiverseid"":""526710""}]"
1220,Bone Shards,525576,2021-10-25 02:17:47.553122,,B,1,{B},Sorcery,f,,"[{""rarity"":""C"",""set"":""MH2"",""multiverseid"":""522152""},{""rarity"":""C"",""set"":""MH2"",""multiverseid"":""525576""}]"
303,Harmonize,122362,2017-09-04 18:39:35.280848,,G,4,{2}{G}{G},Sorcery,f,,"[{""rarity"":""U"",""set"":""ARC"",""multiverseid"":220584},{""rarity"":""U"",""set"":""C13"",""multiverseid"":376363},{""rarity"":""U"",""set"":""C17"",""multiverseid"":433083},{""rarity"":""U"",""set"":""C19"",""multiverseid"":470717},{""rarity"":""U"",""set"":""CMD"",""multiverseid"":247360},{""rarity"":""U"",""set"":""DD1"",""multiverseid"":159033},{""rarity"":""U"",""set"":""DDD"",""multiverseid"":201817},{""rarity"":""U"",""set"":""DDS"",""multiverseid"":426618},{""rarity"":""U"",""set"":""EMA"",""multiverseid"":413712},{""rarity"":""U"",""set"":""EVG"",""multiverseid"":393966},{""rarity"":""U"",""set"":""GVL"",""multiverseid"":393899},{""rarity"":""U"",""set"":""MM3"",""multiverseid"":425953},{""rarity"":""U"",""set"":""PLC"",""multiverseid"":122362}]"
1021,Angrath's Rampage,,2020-01-13 03:03:15.580889,,BR,2,{B}{R},Sorcery,f,461112,"[{""rarity"":""U"",""set"":""WAR"",""multiverseid"":461112}]"
1054,Elspeth Conquers Death,,2020-05-06 01:28:18.005946,,W,5,{3}{W}{W},Enchantment,f,476264,"[{""rarity"":""R"",""set"":""PTHB""},{""rarity"":""R"",""set"":""PTHB""},{""rarity"":""R"",""set"":""THB"",""multiverseid"":476264}]"
1055,"Elspeth, Sun's Nemesis",,2020-05-06 01:28:18.186732,,W,4,{2}{W}{W},Planeswalker,f,,"[{""rarity"":""M"",""set"":""PTHB""},{""rarity"":""M"",""set"":""PTHB""},{""rarity"":""M"",""set"":""THB"",""multiverseid"":476265},{""rarity"":""M"",""set"":""THB""}]"
1057,Underworld Breach,,2020-05-06 01:28:18.467815,,R,2,{1}{R},Enchantment,f,,"[{""rarity"":""R"",""set"":""PTHB""},{""rarity"":""R"",""set"":""PTHB""},{""rarity"":""R"",""set"":""THB"",""multiverseid"":476412},{""rarity"":""R"",""set"":""THB""}]"
1061,"Uro, Titan of Nature's Wrath",476480,2020-05-06 01:28:19.036736,,UG,3,{1}{G}{U},Creature,f,,"[{""rarity"":""M"",""set"":""THB"",""multiverseid"":476480}]"
1097,Prime Speaker Vannifar,,2020-11-15 13:45:38.925491,,UG,4,{2}{G}{U},Creature,f,,"[{""rarity"":""M"",""set"":""RNA"",""multiverseid"":""457339""}]"
161,Firestorm,4547,2017-09-04 18:37:33.395888,,R,1,{R},Instant,t,4547,"[{""rarity"":""R"",""set"":""WTH"",""multiverseid"":""4547""}]"
226,Emeria Angel,190399,2017-09-04 18:38:19.797767,,W,4,{2}{W}{W},Creature,f,190399,"[{""rarity"":""R"",""set"":""IMA"",""multiverseid"":438586},{""rarity"":""R"",""set"":""ZEN"",""multiverseid"":190399}]"
1056,Thassa's Oracle,476324,2020-05-06 01:28:18.327525,,U,2,{U}{U},Creature,f,476324,"[{""rarity"":""R"",""set"":""PTHB""},{""rarity"":""R"",""set"":""PTHB""},{""rarity"":""R"",""set"":""THB""},{""rarity"":""R"",""set"":""THB"",""multiverseid"":476324}]"
229,Faith's Fetters,83609,2017-09-04 18:38:20.319455,,W,4,{3}{W},Enchantment,f,456612,"[{""rarity"":""C"",""set"":""C15"",""multiverseid"":405224},{""rarity"":""C"",""set"":""CM2"",""multiverseid"":446764},{""rarity"":""C"",""set"":""DDC"",""multiverseid"":193869},{""rarity"":""C"",""set"":""DVD"",""multiverseid"":394028},{""rarity"":""U"",""set"":""EMA"",""multiverseid"":413552},{""rarity"":""C"",""set"":""RAV"",""multiverseid"":83609},{""rarity"":""C"",""set"":""UMA"",""multiverseid"":456612}]"
339,Ulvenwald Tracker,240154,2017-09-04 18:39:41.562268,,G,1,{G},Creature,f,425969,"[{""rarity"":""R"",""set"":""AVR"",""multiverseid"":240154},{""rarity"":""R"",""set"":""MM3"",""multiverseid"":425969}]"
444,Izzet Boilerworks,397707,2017-09-04 18:42:41.600986,,"",0,,Land,f,397707,"[{""rarity"":""C"",""set"":""C13"",""multiverseid"":376377},{""rarity"":""C"",""set"":""C15"",""multiverseid"":405267},{""rarity"":""U"",""set"":""C16"",""multiverseid"":420919},{""rarity"":""U"",""set"":""C17"",""multiverseid"":433188},{""rarity"":""U"",""set"":""C18"",""multiverseid"":451211},{""rarity"":""U"",""set"":""C19"",""multiverseid"":470798},{""rarity"":""C"",""set"":""CMD"",""multiverseid"":247279},{""rarity"":""C"",""set"":""DDJ"",""multiverseid"":292733},{""rarity"":""C"",""set"":""GK1"",""multiverseid"":456237},{""rarity"":""C"",""set"":""GPT"",""multiverseid"":97220},{""rarity"":""U"",""set"":""IMA"",""multiverseid"":438807},{""rarity"":""U"",""set"":""MM2"",""multiverseid"":397707}]"
